100,0.49,0.16
200,0.48,0.29
300,0.47,0.49
400,0.45999999999999996,0.78
500,0.44999999999999996,0.87
600,0.43999999999999995,0.95
700,0.42999999999999994,0.93
800,0.41999999999999993,0.88
900,0.4099999999999999,0.96
1000,0.3999999999999999,0.94
1100,0.3899999999999999,0.95
1200,0.3799999999999999,0.95
1300,0.3699999999999999,0.93
1400,0.3599999999999999,0.97
1500,0.34999999999999987,0.93
1600,0.33999999999999986,0.97
1700,0.32999999999999985,0.95
1800,0.31999999999999984,0.95
1900,0.30999999999999983,0.95
2000,0.2999999999999998,0.98
2100,0.2899999999999998,0.99
2200,0.2799999999999998,0.98
2300,0.2699999999999998,0.95
2400,0.2599999999999998,0.97
2500,0.24999999999999978,0.99
2600,0.23999999999999977,0.93
2700,0.22999999999999976,0.95
2800,0.21999999999999975,0.99
2900,0.20999999999999974,0.98
3000,0.19999999999999973,0.97
3100,0.18999999999999972,0.95
3200,0.17999999999999972,0.94
3300,0.1699999999999997,0.98
3400,0.1599999999999997,0.96
3500,0.1499999999999997,0.99
3600,0.13999999999999968,0.93
3700,0.12999999999999967,0.98
3800,0.11999999999999968,0.95
3900,0.10999999999999968,0.97
4000,0.09999999999999969,0.96
4100,0.08999999999999969,0.97
4200,0.0799999999999997,0.98
4300,0.0699999999999997,0.96
4400,0.0599999999999997,0.97
4500,0.0499999999999997,0.98
4600,0.039999999999999696,0.98
4700,0.029999999999999694,0.98
4800,0.01999999999999969,0.98
4900,0.009999999999999691,0.97
5000,0.0,0.98
5100,0.0,0.93
5200,0.0,0.95
5300,0.0,0.98
5400,0.0,0.96
5500,0.0,0.98
5600,0.0,0.97
5700,0.0,0.99
5800,0.0,0.96
5900,0.0,0.95
6000,0.0,0.96
6100,0.0,0.95
6200,0.0,0.96
6300,0.0,0.95
6400,0.0,1.0
6500,0.0,0.98
6600,0.0,0.99
6700,0.0,0.96
6800,0.0,0.99
6900,0.0,0.96
7000,0.0,0.97
7100,0.0,0.95
7200,0.0,0.96
7300,0.0,0.98
7400,0.0,0.98
7500,0.0,0.96
7600,0.0,0.99
7700,0.0,0.98
7800,0.0,0.97
7900,0.0,0.96
8000,0.0,0.99
8100,0.0,0.94
8200,0.0,1.0
8300,0.0,0.99
8400,0.0,0.97
8500,0.0,0.96
8600,0.0,0.94
8700,0.0,0.99
8800,0.0,1.0
8900,0.0,0.98
9000,0.0,0.98
9100,0.0,0.96
9200,0.0,0.96
9300,0.0,0.95
9400,0.0,0.96
9500,0.0,0.97
9600,0.0,0.94
9700,0.0,0.97
9800,0.0,0.97
9900,0.0,0.97
