100,0.49,0.08
200,0.48,0.22
300,0.47,0.37
400,0.45999999999999996,0.48
500,0.44999999999999996,0.66
600,0.43999999999999995,0.76
700,0.42999999999999994,0.8
800,0.41999999999999993,0.88
900,0.4099999999999999,0.86
1000,0.3999999999999999,0.92
1100,0.3899999999999999,0.92
1200,0.3799999999999999,0.96
1300,0.3699999999999999,0.96
1400,0.3599999999999999,0.95
1500,0.34999999999999987,0.93
1600,0.33999999999999986,0.98
1700,0.32999999999999985,0.97
1800,0.31999999999999984,0.94
1900,0.30999999999999983,0.97
2000,0.2999999999999998,1.0
2100,0.2899999999999998,0.96
2200,0.2799999999999998,0.98
2300,0.2699999999999998,0.95
2400,0.2599999999999998,0.97
2500,0.24999999999999978,0.96
2600,0.23999999999999977,0.97
2700,0.22999999999999976,0.95
2800,0.21999999999999975,0.97
2900,0.20999999999999974,0.96
3000,0.19999999999999973,0.95
3100,0.18999999999999972,0.97
3200,0.17999999999999972,0.95
3300,0.1699999999999997,0.97
3400,0.1599999999999997,0.98
3500,0.1499999999999997,0.96
3600,0.13999999999999968,1.0
3700,0.12999999999999967,0.94
3800,0.11999999999999968,0.97
3900,0.10999999999999968,1.0
4000,0.09999999999999969,0.97
4100,0.08999999999999969,0.95
4200,0.0799999999999997,1.0
4300,0.0699999999999997,0.98
4400,0.0599999999999997,0.97
4500,0.0499999999999997,0.97
4600,0.039999999999999696,0.96
4700,0.029999999999999694,0.99
4800,0.01999999999999969,0.96
4900,0.009999999999999691,0.98
5000,0.0,0.98
5100,0.0,0.97
5200,0.0,0.99
5300,0.0,0.99
5400,0.0,0.97
5500,0.0,0.93
5600,0.0,0.93
5700,0.0,0.98
5800,0.0,0.95
5900,0.0,0.95
6000,0.0,0.99
6100,0.0,0.96
6200,0.0,0.97
6300,0.0,0.97
6400,0.0,0.95
6500,0.0,0.96
6600,0.0,0.99
6700,0.0,0.99
6800,0.0,1.0
6900,0.0,1.0
7000,0.0,0.96
7100,0.0,0.96
7200,0.0,0.98
7300,0.0,0.98
7400,0.0,0.96
7500,0.0,0.98
7600,0.0,0.97
7700,0.0,0.96
7800,0.0,0.99
7900,0.0,0.98
8000,0.0,0.97
8100,0.0,0.99
8200,0.0,0.97
8300,0.0,0.97
8400,0.0,0.98
8500,0.0,0.98
8600,0.0,0.99
8700,0.0,0.95
8800,0.0,0.95
8900,0.0,0.96
9000,0.0,0.97
9100,0.0,0.98
9200,0.0,0.96
9300,0.0,1.0
9400,0.0,0.97
9500,0.0,0.95
9600,0.0,0.99
9700,0.0,0.93
9800,0.0,0.96
9900,0.0,0.97
